iter	MultiClass
293	0.1755118309
294	0.1749693813
295	0.1745299063
296	0.1739626147
297	0.1735401874
298	0.1731602023
299	0.1728863115
300	0.1727084651
301	0.1724760093
302	0.1723343644
303	0.1720686277
304	0.1717214214
305	0.1713541936
306	0.1711830725
307	0.1708968629
308	0.170615104
309	0.1702826949
310	0.1699851175
311	0.1697595156
312	0.1695905783
313	0.1693450969
314	0.1692449795
315	0.1689950677
316	0.1686892273
317	0.1685485007
318	0.1683601435
319	0.1682318034
320	0.1681136681
321	0.1678643009
322	0.167707296
323	0.1673686949
324	0.167174354
325	0.1669601112
326	0.1665848797
327	0.1664440791
328	0.1662620651
329	0.1660762298
330	0.1658768391
331	0.165710382
332	0.1654571627
333	0.1653064569
334	0.1650823927
335	0.1647237354
336	0.1645008347
337	0.1641596629
338	0.1640320734
339	0.1638118154
340	0.1635769716
341	0.1633717799
342	0.1629443348
343	0.162604756
344	0.1622890548
345	0.1622141205
346	0.1620131232
347	0.1617386984
348	0.1613334158
349	0.1611290399
350	0.1607970402
351	0.1605972046
352	0.1604389627
353	0.1601303443
354	0.1597431206
355	0.1593742203
356	0.1591354793
357	0.1589430277
358	0.158508458
359	0.1583316962
360	0.1581770557
361	0.157904585
362	0.1576725461
363	0.1573771929
364	0.1570896004
365	0.1567838482
366	0.1566557661
367	0.156443312
368	0.1562370105
369	0.1558722093
370	0.155782664
371	0.1555794259
372	0.155466284
373	0.1552622287
374	0.155120695
375	0.1549716888
376	0.1547962633
377	0.1545834361
378	0.1542222028
379	0.1540497647
380	0.1537081315
381	0.1534059018
382	0.1532693648
383	0.1529718086
384	0.1528014489
385	0.1524855177
386	0.1523130907
387	0.1520765896
388	0.1518489597
389	0.151710368
390	0.1514368151
391	0.1512400541
392	0.1510145038
393	0.1506392547
394	0.1504158843
395	0.1501346873
396	0.1499561516
397	0.1498202218
398	0.1494606369
399	0.1492683053
400	0.1491668562
401	0.1489275571
402	0.1486529213
403	0.1484887502
404	0.1483027663
405	0.1480489687
406	0.1476835751
407	0.1474789284
408	0.1471904334
409	0.1468911243
410	0.14678513
411	0.146540512
412	0.1464561644
413	0.1462235934
414	0.1461519368
415	0.1458701362
416	0.145782731
417	0.1455102135
418	0.1453532297
419	0.1450596583
420	0.1449764115
421	0.1447145037
422	0.1443836086
423	0.1440541097
424	0.1437525747
425	0.1434351433
426	0.1432092472
427	0.1429918429
428	0.1427769591
429	0.1426406845
430	0.1425080571
431	0.1423475834
432	0.1421093874
433	0.1418907804
434	0.1417964503
435	0.1416018725
436	0.1413849868
437	0.1410595725
438	0.1406442319
439	0.1405238778
440	0.1401348863
441	0.1400001032
442	0.1398098947
443	0.1396475135
444	0.1393818883
445	0.1391635702
446	0.1390153124
447	0.138882241
448	0.1387438586
449	0.1385263565
450	0.1383117719
451	0.1381605201
452	0.1380151028
453	0.1379277459
454	0.1377589188
455	0.1375840147
456	0.1373751392
457	0.1372363329
458	0.1370265662
459	0.1368274716
460	0.136635183
461	0.1364378556
462	0.1362745239
463	0.1360861462
464	0.1359368199
465	0.1358132795
466	0.1356660582
467	0.1355216753
468	0.1353970103
469	0.135284349
470	0.1351417291
471	0.134997032
472	0.1348604032
473	0.1347394347
474	0.1344793987
475	0.1343374466
476	0.1341583361
477	0.1339391112
478	0.1338565386
479	0.1336208602
480	0.1335642752
481	0.1334655461
482	0.1334266147
483	0.1332114678
484	0.1327050292
485	0.1324203683
486	0.1323152559
487	0.1320147483
488	0.131904297
489	0.131757982
490	0.131468402
491	0.1312727365
492	0.1312107276
493	0.1310143297
494	0.1308033646
495	0.130531435
496	0.1302131878
497	0.1300557309
498	0.1298846126
499	0.1297962352
500	0.1294693936
501	0.1292251125
502	0.1291488742
503	0.1289318004
504	0.1287817588
505	0.1286863764
506	0.1284855165
507	0.1282643006
508	0.1280974467
509	0.1278345793
510	0.1275802195
511	0.1273569697
512	0.1272955022
513	0.1271147547
514	0.1270501358
515	0.1269159341
516	0.1268103641
517	0.1267292828
518	0.1265676908
519	0.1264625345
520	0.1263032385
521	0.1261020976
522	0.1259235005
523	0.1257639529
524	0.1255965075
525	0.1254818732
526	0.1252401281
527	0.125065238
528	0.1248890761
529	0.1246482955
530	0.1244793071
531	0.1243983542
532	0.1242604484
533	0.1242009802
534	0.1238488932
535	0.1237216281
536	0.1235542064
537	0.1233986861
538	0.1231582602
539	0.1230608199
540	0.1229909745
541	0.1227511794
542	0.1224871568
543	0.1223825135
544	0.1222987806
545	0.1222385306
546	0.1221344728
547	0.1219029985
548	0.1218296928
549	0.1216736515
550	0.1215391572
551	0.1213840772
552	0.1212879272
553	0.121176314
554	0.121049766
555	0.1208348293
556	0.1207560409
557	0.1206079431
558	0.1204377205
559	0.1203181271
560	0.1200941318
561	0.1199598777
562	0.1198689431
563	0.1196312697
564	0.1194350065
565	0.1192899022
566	0.1190409786
567	0.1187638246
568	0.1185087677
569	0.1183069728
570	0.1180763733
571	0.1179454799
572	0.117805561
573	0.1177291425
574	0.1175957743
575	0.117401439
576	0.1171049266
577	0.1169871315
578	0.1169149216
579	0.1166959409
580	0.1165464608
581	0.116435002
582	0.1163152958
583	0.1162378686
584	0.1161759309
585	0.1160115004
586	0.115921413
587	0.1158071598
588	0.1157228554
589	0.1155650174
590	0.1154614215
591	0.1152953242
592	0.1152315623
593	0.1150660938
594	0.1148167283
595	0.1145906965
596	0.1144094777
597	0.1142691207
598	0.1138842072
599	0.1137130107
600	0.1135400328
601	0.1133531918
602	0.113091914
603	0.1129474821
604	0.1127714399
605	0.1126534393
606	0.1125886588
607	0.1124813599
608	0.1123929883
609	0.1121704675
610	0.112033336
611	0.1117801827
612	0.1116352702
613	0.1115840876
614	0.1113665825
615	0.1112292216
616	0.111103008
617	0.111011881
618	0.1108668877
619	0.1107392567
620	0.1105200601
621	0.110408661
622	0.1102819524
623	0.1099991453
624	0.1098181467
625	0.1097072005
626	0.1096245445
627	0.1093422115
628	0.1092428266
629	0.1091548087
630	0.1090799271
631	0.1089054204
632	0.1087924131
633	0.108653399
634	0.1085892464
635	0.1085221225
636	0.1083499537
637	0.1081297794
638	0.1080371278
639	0.107825563
640	0.1076925344
641	0.107525364
642	0.1073738152
643	0.1071501829
644	0.1070143906
645	0.1068536995
646	0.1066872204
647	0.1066267617
648	0.1065541585
649	0.106512757
650	0.1063574415
651	0.1062591276
652	0.106134258
653	0.1059412062
654	0.1057729373
655	0.1056469506
656	0.1055493759
657	0.1054700363
658	0.1053827353
659	0.1052757943
660	0.1051464241
661	0.1049396996
662	0.1048012834
663	0.1046953555
664	0.1045778435
665	0.1044010788
666	0.1041862572
667	0.1040758711
668	0.1039934787
669	0.1038386955
670	0.1037564375
671	0.1035831415
672	0.1034842777
673	0.1033725744
674	0.103263558
675	0.1031541621
676	0.103061754
677	0.1029418254
678	0.1028446877
679	0.1027127711
680	0.1025196687
681	0.1024071256
682	0.102318869
683	0.1021636116
684	0.1020850861
685	0.1020041587
686	0.1018833586
687	0.1017825082
688	0.1016541306
689	0.1015584644
690	0.1015000115
691	0.101441456
692	0.1013268889
693	0.1011973717
694	0.1011330435
695	0.1010686134
696	0.1009523227
697	0.1008109347
698	0.100749704
699	0.1006055256
700	0.1005057688
701	0.1004137369
702	0.1002438756
703	0.1001129992
704	0.09989302805
705	0.09977814805
706	0.0997037224
707	0.09954374427
708	0.09941236581
709	0.09937940126
710	0.09921728931
711	0.09914962286
712	0.09911894384
713	0.09898919344
714	0.09877731223
715	0.09866845172
716	0.09849584319
717	0.09842298113
718	0.09831482588
719	0.09821359694
720	0.09796777355
721	0.09779496949
722	0.09769257706
723	0.09756765875
724	0.09743812937
725	0.09734572837
726	0.09718335413
727	0.09709802753
728	0.09699875465
729	0.09693238456
730	0.09687832429
731	0.09679047304
732	0.09662420621
733	0.09646023408
734	0.0963360522
735	0.09623860885
736	0.09606172727
737	0.09597657496
738	0.09591726156
739	0.09583734053
740	0.09574940731
741	0.09566859658
742	0.09553446444
743	0.09539245766
744	0.09526617324
745	0.09517617504
746	0.09504293104
747	0.09498196413
748	0.09492867806
749	0.09461685668
750	0.09451516087
751	0.09443035614
752	0.09428236854
753	0.09421732863
754	0.09410540235
755	0.09399258244
756	0.09381705335
757	0.09373359176
758	0.09361942792
759	0.09357519241
760	0.09344925787
761	0.09331962856
762	0.09310146352
763	0.09299768591
764	0.09289129082
765	0.09281283832
766	0.0927193426
767	0.09257232177
768	0.0923904081
769	0.09223975046
770	0.09213616354
771	0.09201147833
772	0.09189630022
773	0.09181154808
774	0.09172147958
775	0.09164702184
776	0.09157926003
777	0.09145068338
778	0.09137357254
779	0.09126877761
780	0.09115520645
781	0.09107622644
782	0.09096300266
783	0.09080489411
784	0.09067274064
785	0.09056596981
786	0.09047501206
787	0.0904194852
788	0.09032362458
789	0.09014647563
790	0.08999536614
791	0.08993359925
792	0.08986885393
793	0.0897178432
794	0.08955128277
795	0.08939928945
796	0.08936502602
797	0.08926927738
798	0.08921762743
799	0.08915378183
800	0.08906182439
801	0.08893590477
802	0.08887975379
803	0.08880211707
804	0.08877497267
805	0.0887276118
806	0.08859455303
807	0.08847254281
808	0.08836624066
809	0.08829045863
810	0.0882410506
811	0.08812103788
812	0.08800153965
813	0.0879616326
814	0.08789770224
815	0.08787119412
816	0.0878210181
817	0.08775035575
818	0.08762073118
819	0.08739992715
820	0.08736916294
821	0.08725810363
822	0.08720726851
823	0.08710257394
824	0.08703065664
825	0.08698952851
826	0.08686810251
827	0.08674823146
828	0.08671475528
829	0.0866867681
830	0.08653526834
831	0.08641959696
832	0.08636945568
833	0.08632605631
834	0.08618563219
835	0.08600916327
836	0.08590259488
837	0.08576197224
838	0.08566376441
839	0.08562156239
840	0.08554215582
841	0.08545856212
842	0.08535480847
843	0.08524111688
844	0.08520838668
845	0.08512580028
846	0.08500321758
847	0.08488032189
848	0.08478682237
849	0.08471311418
850	0.08465033085
851	0.08453156194
852	0.08441202529
853	0.08433605355
854	0.08420748878
855	0.08411697679
856	0.08403793653
857	0.08397840262
858	0.08389213416
859	0.08371928615
860	0.08356866155
861	0.0835022112
862	0.08339126426
863	0.08329690408
864	0.08314827205
865	0.08305499622
866	0.08297338108
867	0.08290048056
868	0.08282995137
869	0.08267748284
870	0.08253721987
871	0.08242468154
872	0.08235499766
873	0.08225445122
874	0.08212911765
875	0.08202544092
876	0.08193129476
877	0.08184832292
878	0.08180044884
879	0.08171549735
880	0.08160680587
881	0.0815450824
882	0.08135653992
883	0.08127400609
884	0.08121641321
885	0.08118011619
886	0.0811024413
887	0.08107283849
888	0.08101754994
889	0.08093560909
890	0.08087991264
891	0.08080239532
892	0.08076564473
893	0.08067288061
894	0.08054280744
895	0.08042153402
896	0.08034035763
897	0.08025476435
898	0.08014026003
899	0.08004556708
900	0.07992718696
901	0.07981706914
902	0.07969196847
903	0.07966024642
904	0.0795648703
905	0.07948530445
906	0.07936768073
907	0.07928886825
908	0.07913410308
909	0.07900840322
910	0.07891840182
911	0.07877636069
912	0.07864445635
913	0.07852308325
914	0.07844188887
915	0.07832173342
916	0.07824993441
917	0.07810132629
918	0.07799775009
919	0.07788783108
920	0.0778374433
921	0.07776128172
922	0.07769727382
923	0.07762447964
924	0.07757861695
925	0.07753284288
926	0.07743658241
927	0.07729772963
928	0.07723788624
929	0.07720211658
930	0.0771542924
931	0.07711939712
932	0.07701830035
933	0.0769342701
934	0.07687119009
935	0.0767783141
936	0.07665579115
937	0.07660252793
938	0.07656664895
939	0.07649682745
940	0.07644417663
941	0.07638657722
942	0.07631784552
943	0.07626408075
944	0.07614810801
945	0.07607673167
946	0.07602806452
947	0.07595656906
948	0.07585169807
949	0.07579989745
950	0.07574881321
951	0.07564826702
952	0.07558146126
953	0.07552833887
954	0.07547791912
955	0.07536530173
956	0.07528078092
957	0.07519525839
958	0.07513841094
959	0.07503803465
960	0.07492592272
961	0.07482168072
962	0.07464191125
963	0.07457888938
964	0.07447457944
965	0.07440612526
966	0.07433000861
967	0.07423023414
968	0.07412876976
969	0.07396962491
970	0.07389121277
971	0.07386347253
972	0.07374961744
973	0.07370829531
974	0.07364793277
975	0.07357534711
976	0.07351714507
977	0.07344666717
978	0.07337877602
979	0.07332284153
980	0.0732176392
981	0.07311586569
982	0.07308636399
983	0.07296747564
984	0.07289865166
985	0.07283451752
986	0.07277280209
987	0.07266632384
988	0.07261242123
989	0.07250738806
990	0.07247280829
991	0.07241286986
992	0.07231731794
993	0.07225582024
994	0.07220365923
995	0.07210897274
996	0.07198326386
997	0.07188551618
998	0.07182045007
999	0.07175529086
0.07102985059
355156
